protocolo,unidade,fpr,tpr,limiar
A,imagem,0.0,0.0,inf
A,imagem,0.0,0.0016474464579901153,0.996038463835023
A,imagem,0.0,0.006589785831960461,0.9826831218281104
A,imagem,0.0007886435331230284,0.006589785831960461,0.9823974024203012
A,imagem,0.0007886435331230284,0.03130148270181219,0.9661620899893671
A,imagem,0.0015772870662460567,0.03130148270181219,0.9655323209687806
A,imagem,0.0015772870662460567,0.032948929159802305,0.9650865010685802
A,imagem,0.002365930599369085,0.032948929159802305,0.9635453036486816
A,imagem,0.002365930599369085,0.036243822075782535,0.9616187710062486
A,imagem,0.0031545741324921135,0.036243822075782535,0.9606957493241902
A,imagem,0.0031545741324921135,0.03789126853377265,0.9602999189331588
A,imagem,0.003943217665615142,0.03789126853377265,0.9592887363120888
A,imagem,0.003943217665615142,0.042833607907743,0.9570253461417207
A,imagem,0.00473186119873817,0.042833607907743,0.9556566027438296
A,imagem,0.00473186119873817,0.05601317957166392,0.9494940920372436
A,imagem,0.005520504731861199,0.05601317957166392,0.9490652879417254
A,imagem,0.005520504731861199,0.060955518945634266,0.9433000087518616
A,imagem,0.006309148264984227,0.060955518945634266,0.942684316193824
A,imagem,0.006309148264984227,0.06919275123558484,0.9367412294555282
A,imagem,0.007097791798107256,0.06919275123558484,0.9361992898003204
A,imagem,0.007097791798107256,0.07742998352553541,0.9322820929606612
A,imagem,0.007886435331230283,0.07742998352553541,0.9318027386566476
A,imagem,0.007886435331230283,0.08237232289950576,0.9290938424238238
A,imagem,0.00946372239747634,0.08237232289950576,0.9283965686597068
A,imagem,0.00946372239747634,0.09060955518945635,0.9253502380048724
A,imagem,0.011041009463722398,0.09060955518945635,0.9236364133985348
A,imagem,0.011041009463722398,0.09390444810543658,0.9226819375397236
A,imagem,0.011829652996845425,0.09390444810543658,0.9217481151081612
A,imagem,0.011829652996845425,0.10378912685337727,0.9136429021220978
A,imagem,0.012618296529968454,0.10378912685337727,0.9136235564719172
A,imagem,0.012618296529968454,0.10543657331136738,0.9134932229219598
A,imagem,0.013406940063091483,0.10543657331136738,0.9133384383931464
A,imagem,0.013406940063091483,0.11532125205930807,0.9102265770533896
A,imagem,0.01498422712933754,0.11532125205930807,0.9101801316787484
A,imagem,0.01498422712933754,0.1186161449752883,0.9074112357764328
A,imagem,0.01892744479495268,0.1186161449752883,0.9032335378087994
A,imagem,0.01892744479495268,0.1301482701812191,0.8952011270787774
A,imagem,0.01971608832807571,0.1301482701812191,0.8947119145679309
A,imagem,0.01971608832807571,0.13344316309719934,0.8935434049939807
A,imagem,0.02050473186119874,0.13344316309719934,0.8930993690275892
A,imagem,0.02050473186119874,0.15980230642504117,0.8809591590031217
A,imagem,0.021293375394321766,0.15980230642504117,0.8805363162367704
A,imagem,0.021293375394321766,0.16639209225700163,0.8771357233718294
A,imagem,0.022870662460567823,0.16639209225700163,0.8762662603424703
A,imagem,0.022870662460567823,0.16803953871499178,0.8756426326156068
A,imagem,0.02365930599369085,0.16803953871499178,0.8743447513907314
A,imagem,0.02365930599369085,0.1696869851729819,0.8736671700122544
A,imagem,0.02444794952681388,0.1696869851729819,0.873374951012656
A,imagem,0.02444794952681388,0.18945634266886327,0.866179667137033
A,imagem,0.026813880126182965,0.18945634266886327,0.8621736151575414
A,imagem,0.026813880126182965,0.19769357495881384,0.8558549456525025
A,imagem,0.027602523659305992,0.19769357495881384,0.8529904956762363
A,imagem,0.027602523659305992,0.21087314662273476,0.8446801022501839
A,imagem,0.028391167192429023,0.21087314662273476,0.8442746623729327
A,imagem,0.028391167192429023,0.22405271828665568,0.8398540128185402
A,imagem,0.02996845425867508,0.22405271828665568,0.8386523883304138
A,imagem,0.02996845425867508,0.2257001647446458,0.8386475700982289
A,imagem,0.030757097791798107,0.2257001647446458,0.8384603893735423
A,imagem,0.030757097791798107,0.24382207578253706,0.823179785023334
A,imagem,0.03391167192429022,0.24382207578253706,0.8208784102594342
A,imagem,0.03391167192429022,0.2504118616144975,0.8182657229748902
A,imagem,0.03470031545741325,0.2504118616144975,0.8182291865360648
A,imagem,0.03470031545741325,0.25205930807248766,0.8178755740190914
A,imagem,0.03627760252365931,0.25205930807248766,0.8159469292489984
A,imagem,0.03627760252365931,0.2553542009884679,0.8144292203818573
A,imagem,0.03785488958990536,0.2553542009884679,0.8125414923267932
A,imagem,0.03785488958990536,0.257001647446458,0.811459246602868
A,imagem,0.03943217665615142,0.257001647446458,0.8094059889139029
A,imagem,0.03943217665615142,0.2602965403624382,0.8091383579469754
A,imagem,0.04100946372239748,0.2602965403624382,0.8083134375368719
A,imagem,0.04100946372239748,0.2652388797364086,0.804260334947447
A,imagem,0.0417981072555205,0.2652388797364086,0.8035855366882849
A,imagem,0.0417981072555205,0.26688632619439867,0.8028697788141446
A,imagem,0.04258675078864353,0.26688632619439867,0.8026677512130944
A,imagem,0.04258675078864353,0.2685337726523888,0.8003815860954733
A,imagem,0.04337539432176656,0.2685337726523888,0.8003301026547437
A,imagem,0.04337539432176656,0.27677100494233936,0.7961347809907438
A,imagem,0.04416403785488959,0.27677100494233936,0.7958669024929975
A,imagem,0.04416403785488959,0.2784184514003295,0.7929445522404063
A,imagem,0.04574132492113565,0.2784184514003295,0.7927054786980531
A,imagem,0.04574132492113565,0.28665568369028005,0.79005190828976
A,imagem,0.0473186119873817,0.28665568369028005,0.7889542307707118
A,imagem,0.0473186119873817,0.2932454695222405,0.7826273254631237
A,imagem,0.04810725552050473,0.2932454695222405,0.7824575103041065
A,imagem,0.04810725552050473,0.29489291598023065,0.7814156196379988
A,imagem,0.050473186119873815,0.29489291598023065,0.7761856137451848
A,imagem,0.050473186119873815,0.29654036243822074,0.7748818927552146
A,imagem,0.051261829652996846,0.29654036243822074,0.7746956890262873
A,imagem,0.051261829652996846,0.29983525535420097,0.7735734737763308
A,imagem,0.052050473186119876,0.29983525535420097,0.7727077339597211
A,imagem,0.052050473186119876,0.3031301482701812,0.7715147182210413
A,imagem,0.0528391167192429,0.3031301482701812,0.7713667792251476
A,imagem,0.0528391167192429,0.30477759472817134,0.7712770423909796
A,imagem,0.055993690851735015,0.30477759472817134,0.7700630421335242
A,imagem,0.055993690851735015,0.30642504118616143,0.769087818150371
A,imagem,0.056782334384858045,0.30642504118616143,0.7689555499144665
A,imagem,0.056782334384858045,0.30971993410214166,0.7678474837729666
A,imagem,0.057570977917981075,0.30971993410214166,0.7677216562762845
A,imagem,0.057570977917981075,0.3113673805601318,0.7675892845492726
A,imagem,0.05914826498422713,0.3113673805601318,0.7655190172409042
A,imagem,0.05914826498422713,0.3163097199341021,0.7645677893747499
A,imagem,0.05993690851735016,0.3163097199341021,0.7635324997888844
A,imagem,0.05993690851735016,0.3212520593080725,0.7627134543452158
A,imagem,0.06072555205047318,0.3212520593080725,0.7605808874282942
A,imagem,0.06072555205047318,0.3245469522240527,0.7593097996079216
A,imagem,0.062302839116719244,0.3245469522240527,0.7586625300019538
A,imagem,0.062302839116719244,0.3261943986820428,0.7575137217324703
A,imagem,0.06309148264984227,0.3261943986820428,0.7570266991158545
A,imagem,0.06309148264984227,0.32784184514003295,0.7564947071775087
A,imagem,0.0638801261829653,0.32784184514003295,0.756370524589877
A,imagem,0.0638801261829653,0.3311367380560132,0.7560760858419264
A,imagem,0.06466876971608833,0.3311367380560132,0.7538284749402737
A,imagem,0.06466876971608833,0.3393739703459638,0.7502732124621171
A,imagem,0.06545741324921135,0.3393739703459638,0.7488540122107792
A,imagem,0.06545741324921135,0.342668863261944,0.7486556103540097
A,imagem,0.06782334384858044,0.342668863261944,0.745808350703879
A,imagem,0.06782334384858044,0.34596375617792424,0.7444914586378021
A,imagem,0.06861198738170347,0.34596375617792424,0.7439509217233531
A,imagem,0.06861198738170347,0.35090609555189456,0.7428474762166603
A,imagem,0.0694006309148265,0.35090609555189456,0.7422919603155915
A,imagem,0.0694006309148265,0.35914332784184516,0.7385601840164655
A,imagem,0.07018927444794952,0.35914332784184516,0.7375850230469705
A,imagem,0.07018927444794952,0.3640856672158155,0.7369260095272566
A,imagem,0.07176656151419558,0.3640856672158155,0.7348992684453411
A,imagem,0.07176656151419558,0.36902800658978585,0.7323683679879066
A,imagem,0.07334384858044164,0.36902800658978585,0.7322583856226321
A,imagem,0.07334384858044164,0.37067545304777594,0.7320408461609914
A,imagem,0.07570977917981073,0.37067545304777594,0.7298247486328346
A,imagem,0.07570977917981073,0.3723228995057661,0.7288616577909438
A,imagem,0.07807570977917981,0.3723228995057661,0.7268296261440039
A,imagem,0.07807570977917981,0.3772652388797364,0.7260902304637865
A,imagem,0.08201892744479496,0.3772652388797364,0.7243023734386989
A,imagem,0.08201892744479496,0.37891268533772654,0.7239804780636504
A,imagem,0.08280757097791798,0.37891268533772654,0.7237427414787782
A,imagem,0.08280757097791798,0.3805601317957166,0.7236908760209918
A,imagem,0.083596214511041,0.3805601317957166,0.722022136760584
A,imagem,0.083596214511041,0.3871499176276771,0.7183254267700049
A,imagem,0.08517350157728706,0.3871499176276771,0.7175261354658626
A,imagem,0.08517350157728706,0.38879736408566723,0.7172274330702707
A,imagem,0.08753943217665615,0.38879736408566723,0.7156604359757618
A,imagem,0.08753943217665615,0.3970345963756178,0.7113146778541194
A,imagem,0.08911671924290221,0.3970345963756178,0.7097926098519447
A,imagem,0.08911671924290221,0.40197693574958815,0.7076462617605753
A,imagem,0.0914826498422713,0.40197693574958815,0.7060183670265422
A,imagem,0.0914826498422713,0.40362438220757824,0.7049890995546829
A,imagem,0.09227129337539432,0.40362438220757824,0.7048210990901403
A,imagem,0.09227129337539432,0.4052718286655684,0.7046751251051575
A,imagem,0.09542586750788644,0.4052718286655684,0.7034892234214557
A,imagem,0.09542586750788644,0.40691927512355847,0.7029254909222165
A,imagem,0.09858044164037855,0.40691927512355847,0.7008623403664297
A,imagem,0.09858044164037855,0.4085667215815486,0.6997142441882072
A,imagem,0.10015772870662461,0.4085667215815486,0.6974716194811752
A,imagem,0.10015772870662461,0.41186161449752884,0.6961201690236036
A,imagem,0.10094637223974763,0.41186161449752884,0.6936720675598071
A,imagem,0.10094637223974763,0.4135090609555189,0.693590899078275
A,imagem,0.10252365930599369,0.4135090609555189,0.6922050618116123
A,imagem,0.10252365930599369,0.41515650741350907,0.692067890533205
A,imagem,0.10331230283911672,0.41515650741350907,0.6916487752672158
A,imagem,0.10331230283911672,0.41680395387149916,0.6908016039510477
A,imagem,0.10646687697160884,0.41680395387149916,0.6900553475944831
A,imagem,0.10646687697160884,0.4184514003294893,0.6899373947969627
A,imagem,0.10804416403785488,0.4184514003294893,0.6895387680207439
A,imagem,0.10804416403785488,0.4200988467874794,0.6888393065840893
A,imagem,0.10883280757097792,0.4200988467874794,0.6886803087592415
A,imagem,0.10883280757097792,0.42668863261943984,0.6868934884085224
A,imagem,0.11041009463722397,0.42668863261943984,0.6859131350812948
A,imagem,0.11041009463722397,0.42833607907743,0.6858145886780787
A,imagem,0.11198738170347003,0.42833607907743,0.6852262994369147
A,imagem,0.11198738170347003,0.4316309719934102,0.6844835131796857
A,imagem,0.11277602523659307,0.4316309719934102,0.6844827237546975
A,imagem,0.11277602523659307,0.4332784184514003,0.6827214267696545
A,imagem,0.11356466876971609,0.4332784184514003,0.6818890541100081
A,imagem,0.11356466876971609,0.43492586490939045,0.6817068711502273
A,imagem,0.11593059936908517,0.43492586490939045,0.6810153201672469
A,imagem,0.11593059936908517,0.43657331136738053,0.6806850928770489
A,imagem,0.1167192429022082,0.43657331136738053,0.6785582934175001
A,imagem,0.1167192429022082,0.4382207578253707,0.6785038034879995
A,imagem,0.11908517350157728,0.4382207578253707,0.6777809184089025
A,imagem,0.11908517350157728,0.43986820428336076,0.6775669392756027
A,imagem,0.11987381703470032,0.43986820428336076,0.6762569570569626
A,imagem,0.11987381703470032,0.4415156507413509,0.6760919267029613
A,imagem,0.12381703470031545,0.4415156507413509,0.6735859161723735
A,imagem,0.12381703470031545,0.44481054365733114,0.6726334674603752
A,imagem,0.1253943217665615,0.44481054365733114,0.6717271702192137
A,imagem,0.1253943217665615,0.4464579901153213,0.6717189015090808
A,imagem,0.12618296529968454,0.4464579901153213,0.670879481349846
A,imagem,0.12618296529968454,0.44810543657331137,0.6706424919799405
A,imagem,0.12854889589905363,0.44810543657331137,0.6681041751702388
A,imagem,0.12854889589905363,0.4497528830313015,0.6678899909449433
A,imagem,0.12933753943217666,0.4497528830313015,0.6678237794388863
A,imagem,0.12933753943217666,0.45634266886326197,0.6642893590614961
A,imagem,0.1309148264984227,0.45634266886326197,0.6619134545332798
A,imagem,0.1309148264984227,0.4596375617792422,0.6613739383185724
A,imagem,0.13170347003154576,0.4596375617792422,0.6613595682264019
A,imagem,0.13170347003154576,0.4612850082372323,0.6610122715177453
A,imagem,0.1332807570977918,0.4612850082372323,0.6605655682190045
A,imagem,0.1332807570977918,0.46293245469522243,0.660196059156561
A,imagem,0.13406940063091483,0.46293245469522243,0.6596089451075535
A,imagem,0.13406940063091483,0.4645799011532125,0.658964056028819
A,imagem,0.138801261829653,0.4645799011532125,0.6541136872438593
A,imagem,0.138801261829653,0.471169686985173,0.6523062885443868
A,imagem,0.13958990536277602,0.471169686985173,0.6505890749263983
A,imagem,0.13958990536277602,0.4744645799011532,0.6499916050181849
A,imagem,0.14195583596214512,0.4744645799011532,0.6485157361380807
A,imagem,0.14195583596214512,0.48105436573311366,0.647208634784167
A,imagem,0.14274447949526814,0.48105436573311366,0.6459596795781583
A,imagem,0.14274447949526814,0.4827018121911038,0.6446973123508759
A,imagem,0.14353312302839116,0.4827018121911038,0.6444223599214788
A,imagem,0.14353312302839116,0.4876441515650741,0.6426322691408092
A,imagem,0.14826498422712933,0.4876441515650741,0.6411346706723938
A,imagem,0.14826498422712933,0.49093904448105435,0.6394697411782885
A,imagem,0.14905362776025236,0.49093904448105435,0.6394365297272816
A,imagem,0.14905362776025236,0.4942339373970346,0.6370981634585536
A,imagem,0.15220820189274448,0.4942339373970346,0.635337200833959
A,imagem,0.15220820189274448,0.4958813838550247,0.6340098985867505
A,imagem,0.15457413249211358,0.4958813838550247,0.6327216324840843
A,imagem,0.15457413249211358,0.49917627677100496,0.6310928233620076
A,imagem,0.15615141955835962,0.49917627677100496,0.6301726900530713
A,imagem,0.15615141955835962,0.5123558484349259,0.6270250329089492
A,imagem,0.15694006309148265,0.5123558484349259,0.6263339261565845
A,imagem,0.15694006309148265,0.5205930807248764,0.6249791847901279
A,imagem,0.15930599369085174,0.5205930807248764,0.6215167157037422
A,imagem,0.15930599369085174,0.5222405271828665,0.6213661979501844
A,imagem,0.1632492113564669,0.5222405271828665,0.6202470971595411
A,imagem,0.1632492113564669,0.528830313014827,0.6179888354957306
A,imagem,0.1640378548895899,0.528830313014827,0.6169730340960314
A,imagem,0.1640378548895899,0.5321252059308073,0.6166620162896856
A,imagem,0.16640378548895898,0.5321252059308073,0.6141852012408997
A,imagem,0.16640378548895898,0.5337726523887973,0.6140460000125533
A,imagem,0.16798107255520506,0.5337726523887973,0.6133422794842585
A,imagem,0.16798107255520506,0.5354200988467874,0.6129151848147465
